Date,Year,Month,Price_alum,Price_gold,Price_nickel,Price_silver,Price_uran,Inflation_rate,Price_alum_infl,Price_gold_infl,Price_nickel_infl,Price_silver_infl,Price_uran_infl,Month_Num,Quarter,Price_gold_Lag_1,Price_gold_Lag_2,Price_gold_Lag_3,Price_gold_Rolling_Mean_3,Price_gold_Returns,Price_silver_Lag_1,Price_silver_Lag_2,Price_silver_Lag_3,Price_silver_Rolling_Mean_3,Price_silver_Returns,Price_alum_Lag_1,Price_alum_Lag_2,Price_alum_Lag_3,Price_alum_Rolling_Mean_3,Price_alum_Returns,Price_nickel_Lag_1,Price_nickel_Lag_2,Price_nickel_Lag_3,Price_nickel_Rolling_Mean_3,Price_nickel_Returns,Price_uran_Lag_1,Price_uran_Lag_2,Price_uran_Lag_3,Price_uran_Rolling_Mean_3,Price_uran_Returns
1997-04-01,1997,Apr,1561.44,344.47,7315.52,4.77,12.83,65.73,2587.774512,570.890131,12124.0113,7.905321,21.263159,4,2,351.81,346.58,355.11,347.62000000000006,-0.020863534294079167,5.2,5.07,4.77,5.013333333333333,-0.08269230769230784,1631.57,1580.01,1575.61,1591.006666666667,-0.04298313893979411,7895.87,7734.53,7071.55,7648.64,-0.0735004502353761,13.62,13.81,14.49,13.42,-0.058002936857562304
1997-05-01,1997,May,1625.25,343.84,7482.85,4.75,11.83,65.73,2693.526825,569.846032,12401.32731,7.872175,19.605859,5,2,344.47,351.81,346.58,346.7066666666667,-0.0018288965657388134,4.77,5.2,5.07,4.906666666666666,-0.004192872117400381,1561.44,1631.57,1580.01,1606.0866666666668,0.04086612357823549,7315.52,7895.87,7734.53,7564.746666666669,0.022873288570053774,12.83,13.62,13.81,12.76,-0.07794232268121593
1997-06-01,1997,Jun,1567.55,340.76,7062.48,4.76,10.94,65.73,2597.900615,564.741548,11704.6481,7.888748,18.130862,6,2,343.84,344.47,351.81,343.0233333333333,-0.00895765472312704,4.75,4.77,5.2,4.76,0.00210526315789461,1625.25,1561.44,1631.57,1584.7466666666667,-0.035502230426088355,7482.85,7315.52,7895.87,7286.950000000001,-0.05617779322049765,11.83,12.83,13.62,11.866666666666667,-0.07523245984784455
1997-07-01,1997,Jul,1591.99,324.1,6835.5,4.37,10.49,65.73,2638.405027,537.13093,11328.47415,7.242401,17.385077,7,3,340.76,343.84,344.47,336.23333333333335,-0.04889071487263752,4.76,4.75,4.77,4.626666666666666,-0.08193277310924363,1567.55,1625.25,1561.44,1594.93,0.015591209211827328,7062.48,7482.85,7315.52,7126.943333333334,-0.0321388520746253,10.94,11.83,12.83,11.086666666666666,-0.04113345521023759
1997-08-01,1997,Aug,1710.58,324.01,6761.3,4.5,10.39,65.73,2834.944234,536.981773,11205.50249,7.45785,17.219347,8,3,324.1,340.76,343.84,329.6233333333334,-0.0002776920703487784,4.37,4.76,4.75,4.543333333333333,0.029748283752860427,1591.99,1567.55,1625.25,1623.3733333333332,0.07449167394267553,6835.5,7062.48,7482.85,6886.426666666667,-0.010855094726062386,10.49,10.94,11.83,10.606666666666667,-0.009532888465204947
1997-09-01,1997,Sep,1610.6,322.82,6503.84,4.73,10.25,65.73,2669.24738,535.009586,10778.81403,7.839029,16.987325,9,3,324.01,324.1,340.76,323.6433333333334,-0.0036727261504274633,4.5,4.37,4.76,4.533333333333334,0.05111111111111111,1710.58,1591.99,1567.55,1637.7233333333334,-0.05844801178547632,6761.3,6835.5,7062.48,6700.213333333334,-0.038078476032715636,10.39,10.49,10.94,10.376666666666667,-0.01347449470644857
1997-10-01,1997,Oct,1607.86,324.87,6380.33,5.03,11.28,65.73,2664.706378,538.407051,10574.12091,8.336219,18.694344,10,4,322.82,324.01,324.1,323.9,0.006350288086240052,4.73,4.5,4.37,4.753333333333333,0.06342494714587743,1610.6,1710.58,1591.99,1643.0133333333333,-0.00170122935551964,6503.84,6761.3,6835.5,6548.490000000001,-0.018990319565057034,10.25,10.39,10.49,10.639999999999999,0.10048780487804865
1997-11-01,1997,Nov,1598.99,306.04,6139.5,5.08,12.75,65.73,2650.006127,507.200092,10174.99335,8.419084,21.130575,11,4,324.87,322.82,324.01,317.91,-0.05796164619694022,5.03,4.73,4.5,4.946666666666667,0.00994035785288272,1607.86,1610.6,1710.58,1605.8166666666666,-0.00551664945953001,6380.33,6503.84,6761.3,6341.223333333334,-0.03774569653920723,11.28,10.25,10.39,11.426666666666668,0.13031914893617036
1997-12-01,1997,Dec,1530.51,288.74,5945.36,5.84,12.5,65.73,2536.514223,478.528802,9853.245128,9.678632,20.71625,12,4,306.04,324.87,322.82,306.55,-0.05652855835838455,5.08,5.03,4.73,5.316666666666666,0.14960629921259838,1598.99,1607.86,1610.6,1579.12,-0.04282703456556958,6139.5,6380.33,6503.84,6155.063333333334,-0.0316214675462172,12.75,11.28,10.25,12.176666666666668,-0.019607843137254943
1998-01-01,1998,Jan,1485.79,289.1,5491.75,5.89,12.04,63.2,2424.80928,471.8112,8962.536,9.61248,19.64928,1,1,288.74,306.04,324.87,294.6266666666667,0.0012467964258502384,5.84,5.08,5.03,5.603333333333333,0.008561643835616417,1530.51,1598.99,1607.86,1538.43,-0.02921901849710229,5945.36,6139.5,6380.33,5858.87,-0.07629647321608779,12.5,12.75,11.28,12.43,-0.036800000000000055
1998-02-01,1998,Feb,1465.56,297.49,5386.88,6.81,11.38,63.2,2391.79392,485.50368,8791.38816,11.11392,18.57216,2,1,289.1,288.74,306.04,291.7766666666667,0.029021099965409913,5.89,5.84,5.08,6.18,0.15619694397283523,1485.79,1530.51,1598.99,1493.9533333333336,-0.013615652279258872,5491.75,5945.36,6139.5,5607.996666666667,-0.019095916602176022,12.04,12.5,12.75,11.973333333333334,-0.054817275747508165
1998-03-01,1998,Mar,1437.7,295.94,5395.8,6.24,10.66,63.2,2346.3264,482.97408,8805.9456,10.18368,17.39712,3,1,297.49,289.1,288.74,294.1766666666667,-0.005210259168375475,6.81,5.89,5.84,6.313333333333333,-0.08370044052863423,1465.56,1485.79,1530.51,1463.0166666666667,-0.019009798302355385,5386.88,5491.75,5945.36,5424.81,0.0016558750148509827,11.38,12.04,12.5,11.36,-0.0632688927943762
1998-04-01,1998,Apr,1418.16,308.29,5393.88,6.34,10.75,63.2,2314.43712,503.12928,8802.81216,10.34688,17.544,4,2,295.94,297.49,289.1,300.5733333333333,0.041731432047036554,6.24,6.81,5.89,6.463333333333334,0.01602564102564097,1437.7,1465.56,1485.79,1440.4733333333334,-0.013591152535299411,5395.8,5386.88,5491.75,5392.186666666667,-0.00035583231402203097,10.66,11.38,12.04,10.93,0.008442776735459567
1998-05-01,1998,May,1364.72,299.1,5020.0,5.58,10.75,63.2,2227.22304,488.1312,8192.64,9.10656,17.544,5,2,308.29,295.94,297.49,301.11000000000007,-0.02980959486198065,6.34,6.24,6.81,6.053333333333334,-0.11987381703470024,1418.16,1437.7,1465.56,1406.86,-0.037682631014836154,5393.88,5395.8,5386.88,5269.893333333333,-0.06931559471104287,10.75,10.66,11.38,10.719999999999999,0.0
1998-06-01,1998,Jun,1307.24,292.32,4475.7,5.26,10.75,63.2,2133.41568,477.06624,7304.3424,8.58432,17.544,6,2,299.1,308.29,295.94,299.90333333333336,-0.02266800401203617,5.58,6.34,6.24,5.726666666666667,-0.057347670250896154,1364.72,1418.16,1437.7,1363.3733333333334,-0.04211852980831232,5020.0,5393.88,5395.8,4963.193333333334,-0.1084262948207172,10.75,10.75,10.66,10.75,0.0
1998-07-01,1998,Jul,1309.21,292.87,4325.43,5.46,10.61,63.2,2136.63072,477.96384,7059.10176,8.91072,17.31552,7,3,292.32,299.1,308.29,294.7633333333334,0.0018814997263274513,5.26,5.58,6.34,5.433333333333334,0.03802281368821303,1307.24,1364.72,1418.16,1327.0566666666666,0.0015069918301153784,4475.7,5020.0,5393.88,4607.043333333334,-0.03357463636972979,10.75,10.75,10.75,10.703333333333333,-0.013023255813953583
1998-08-01,1998,Aug,1310.9,284.11,4080.63,5.18,10.5,63.2,2139.3888,463.66752,6659.58816,8.45376,17.136,8,3,292.87,292.32,299.1,289.7666666666667,-0.029910881961279667,5.46,5.26,5.58,5.3,-0.05128205128205132,1309.21,1307.24,1364.72,1309.1166666666666,0.0012908547902934497,4325.43,4475.7,5020.0,4293.920000000001,-0.056595529230619834,10.61,10.75,10.75,10.62,-0.010367577756833168
1998-09-01,1998,Sep,1342.27,288.98,4102.16,5.0,10.23,63.2,2190.58464,471.61536,6694.72512,8.16,16.69536,9,3,284.11,292.87,292.32,288.65333333333336,0.017141248108127227,5.18,5.46,5.26,5.213333333333334,-0.03474903474903468,1310.9,1309.21,1307.24,1320.7933333333333,0.02393012434205488,4080.63,4325.43,4475.7,4169.406666666667,0.0052761460852857045,10.5,10.61,10.75,10.446666666666667,-0.02571428571428569
1998-10-01,1998,Oct,1304.06,295.93,3871.93,5.01,9.61,63.2,2128.22592,482.95776,6318.98976,8.17632,15.68352,10,4,288.98,284.11,292.87,289.67333333333335,0.0240501072738597,5.0,5.18,5.46,5.063333333333333,0.0020000000000000018,1342.27,1310.9,1309.21,1319.0766666666666,-0.02846670193031209,4102.16,4080.63,4325.43,4018.2400000000002,-0.056124090722936226,10.23,10.5,10.61,10.113333333333335,-0.06060606060606066
1998-11-01,1998,Nov,1294.96,294.12,4131.91,4.97,8.88,63.2,2113.37472,480.00384,6743.27712,8.11104,14.49216,11,4,295.93,288.98,284.11,293.01,-0.006116311289832033,5.01,5.0,5.18,4.993333333333333,-0.007984031936127733,1304.06,1342.27,1310.9,1313.7633333333333,-0.0069782065242396385,3871.93,4102.16,4080.63,4035.3333333333335,0.06714480891958274,9.61,10.23,10.5,9.573333333333334,-0.07596253902185213
1998-12-01,1998,Dec,1249.06,291.68,3878.21,4.88,8.49,63.2,2038.46592,476.02176,6329.23872,7.96416,13.85568,12,4,294.12,295.93,288.98,293.91,-0.008295933632530894,4.97,5.01,5.0,4.953333333333333,-0.01810865191146882,1294.96,1304.06,1342.27,1282.6933333333334,-0.03544511027367647,4131.91,3871.93,4102.16,3960.683333333334,-0.06140017570566636,8.88,9.61,10.23,8.993333333333334,-0.04391891891891897
1999-01-01,1999,Jan,1218.46,287.08,4268.75,5.14,9.01,59.7,1945.88062,458.46676,6817.19375,8.20858,14.38897,1,1,291.68,294.12,295.93,290.96,-0.015770707624794378,4.88,4.97,5.01,4.996666666666666,0.05327868852459017,1249.06,1294.96,1304.06,1254.16,-0.024498422813955978,3878.21,4131.91,3871.93,4092.956666666667,0.10070109663994464,8.49,8.88,9.61,8.793333333333335,0.06124852767962308
1999-02-01,1999,Feb,1186.85,287.33,4626.38,5.53,9.2,59.7,1895.39945,458.86601,7388.32886,8.83141,14.6924,2,1,287.08,291.68,294.12,288.69666666666666,0.0008708373972412531,5.14,4.88,4.97,5.183333333333334,0.07587548638132313,1218.46,1249.06,1294.96,1218.1233333333332,-0.025942583260837537,4268.75,3878.21,4131.91,4257.78,0.08377862371888734,9.01,8.49,8.88,8.9,0.021087680355160954
1999-03-01,1999,Mar,1181.59,285.96,5011.3,5.19,10.44,59.7,1886.99923,456.67812,8003.0461,8.28843,16.67268,3,1,287.33,287.08,291.68,286.78999999999996,-0.004768036752166527,5.53,5.14,4.88,5.286666666666667,-0.061482820976491825,1186.85,1218.46,1249.06,1195.6333333333332,-0.004431899566078257,4626.38,4268.75,3878.21,4635.476666666667,0.08320112053052275,9.2,9.01,8.49,9.549999999999999,0.13478260869565228
1999-04-01,1999,Apr,1278.2,282.62,5102.63,5.06,10.85,59.7,2041.2854,451.34414,8148.90011,8.08082,17.32745,4,2,285.96,287.33,287.08,285.30333333333334,-0.011679955238494855,5.19,5.53,5.14,5.260000000000001,-0.025048169556840194,1181.59,1186.85,1218.46,1215.5466666666666,0.0817627095693092,5011.3,4626.38,4268.75,4913.436666666667,0.018224811925049433,10.44,9.2,9.01,10.163333333333332,0.039272030651340994
1999-05-01,1999,May,1323.46,276.44,5399.34,5.26,10.73,59.7,2113.56562,441.47468,8622.74598,8.40022,17.13581,5,2,282.62,285.96,287.33,281.67333333333335,-0.02186681763498688,5.06,5.19,5.53,5.169999999999999,0.03952569169960474,1278.2,1181.59,1186.85,1261.0833333333333,0.035409169144108965,5102.63,5011.3,4626.38,5171.09,0.05814844501756933,10.85,10.44,9.2,10.673333333333332,-0.011059907834101268
1999-06-01,1999,Jun,1315.31,261.31,5195.0,5.03,10.56,59.7,2100.55007,417.31207,8296.415,8.03291,16.86432,6,2,276.44,282.62,285.96,273.45666666666665,-0.054731587324555075,5.26,5.06,5.19,5.116666666666666,-0.04372623574144474,1323.46,1278.2,1181.59,1305.6566666666665,-0.006158100735949801,5399.34,5102.63,5011.3,5232.323333333334,-0.03784536628550894,10.73,10.85,10.44,10.713333333333333,-0.01584342963653307
1999-07-01,1999,Jul,1403.76,256.08,5700.11,5.18,10.26,59.7,2241.80472,408.95976,9103.07567,8.27246,16.38522,7,3,261.31,276.44,282.62,264.61,-0.02001454211472975,5.03,5.26,5.06,5.156666666666666,0.029821073558647937,1315.31,1323.46,1278.2,1347.51,0.06724650462628579,5195.0,5399.34,5102.63,5431.483333333334,0.09723002887391718,10.56,10.73,10.85,10.516666666666667,-0.02840909090909094
1999-08-01,1999,Aug,1431.32,256.69,6448.69,5.26,10.11,59.7,2285.81804,409.93393,10298.55793,8.40022,16.14567,8,3,256.08,261.31,276.44,258.02666666666664,0.0023820681037176605,5.18,5.03,5.26,5.156666666666667,0.015444015444015413,1403.76,1315.31,1323.46,1383.4633333333331,0.01963298569556038,5700.11,5195.0,5399.34,5781.266666666666,0.13132729017510192,10.26,10.56,10.73,10.31,-0.014619883040935755
1999-09-01,1999,Sep,1492.48,264.74,7028.41,5.21,9.92,59.7,2383.49056,422.78978,11224.37077,8.32037,15.84224,9,3,256.69,256.08,261.31,259.17,0.031360785383147016,5.26,5.18,5.03,5.216666666666666,-0.009505703422053147,1431.32,1403.76,1315.31,1442.5199999999998,0.04272978788810344,6448.69,5700.11,5195.0,6392.403333333333,0.0898973279844435,10.11,10.26,10.56,10.096666666666666,-0.01879327398615227
1999-10-01,1999,Oct,1474.41,310.72,7321.19,5.41,9.76,59.7,2354.63277,496.21984,11691.94043,8.63977,15.58672,10,4,264.74,256.69,256.08,277.3833333333334,0.17367983682103194,5.21,5.26,5.18,5.293333333333333,0.03838771593090207,1492.48,1431.32,1403.76,1466.07,-0.012107364922812947,7028.41,6448.69,5700.11,6932.763333333333,0.04165664780512235,9.92,10.11,10.26,9.93,-0.016129032258064502
1999-11-01,1999,Nov,1472.76,293.18,7949.55,5.15,9.71,59.7,2351.99772,468.20846,12695.43135,8.22455,15.50687,11,4,310.72,264.74,256.69,289.5466666666667,-0.056449536560247204,5.41,5.21,5.26,5.256666666666667,-0.04805914972273562,1474.41,1492.48,1431.32,1479.8833333333332,-0.0011190917044784365,7321.19,7028.41,6448.69,7433.05,0.0858275772108088,9.76,9.92,10.11,9.796666666666667,-0.0051229508196720674
1999-12-01,1999,Dec,1554.48,283.07,8083.38,5.16,9.64,59.7,2482.50456,452.06279,12909.15786,8.24052,15.39508,12,4,293.18,310.72,264.74,295.6566666666667,-0.03448393478409173,5.15,5.41,5.21,5.239999999999999,0.0019417475728153999,1472.76,1474.41,1492.48,1500.55,0.055487655829870475,7949.55,7321.19,7028.41,7784.706666666668,0.016834915183878252,9.71,9.76,9.92,9.703333333333333,-0.007209062821833201
2000-01-01,2000,Jan,1680.28,284.32,8309.5,5.19,9.55,54.49,2595.864572,439.245968,12837.34655,8.018031,14.753795,1,1,283.07,293.18,310.72,286.8566666666667,0.004415868866358252,5.16,5.15,5.41,5.166666666666667,0.005813953488372103,1554.48,1472.76,1474.41,1569.1733333333334,0.0809273840769904,8083.38,7949.55,7321.19,8114.143333333333,0.027973446751235143,9.64,9.71,9.76,9.633333333333335,-0.009336099585062207
2000-02-01,2000,Feb,1670.27,299.86,9653.33,5.25,9.39,54.49,2580.400123,463.253714,14913.42952,8.110725,14.506611,2,1,284.32,283.07,293.18,289.0833333333333,0.05465672481710748,5.19,5.16,5.15,5.2,0.01156069364161838,1680.28,1554.48,1472.76,1635.01,-0.005957340443259462,8309.5,8083.38,7949.55,8682.07,0.16172212527829588,9.55,9.64,9.71,9.526666666666667,-0.01675392670157072
2000-03-01,2000,Mar,1577.05,286.39,10280.11,5.06,9.31,54.49,2436.384545,442.443911,15881.74194,7.817194,14.383019,3,1,299.86,284.32,283.07,290.19,-0.04492096311612093,5.25,5.19,5.16,5.166666666666667,-0.03619047619047622,1670.27,1680.28,1554.48,1642.5333333333335,-0.05581133589180198,9653.33,8309.5,8083.38,9414.313333333334,0.06492888982351164,9.39,9.55,9.64,9.416666666666666,-0.008519701810436597
2000-04-01,2000,Apr,1457.14,279.69,9727.5,5.06,9.14,54.49,2251.135586,432.093081,15028.01475,7.817194,14.120386,4,2,286.39,299.86,284.32,288.6466666666667,-0.023394671601661976,5.06,5.25,5.19,5.123333333333333,0.0,1577.05,1670.27,1680.28,1568.1533333333334,-0.07603436796550511,10280.11,9653.33,8309.5,9886.980000000001,-0.05375526137366238,9.31,9.39,9.55,9.280000000000001,-0.018259935553168627
2000-05-01,2000,May,1466.79,275.19,10130.24,4.98,8.5,54.49,2266.043871,425.141031,15650.20778,7.693602,13.13165,5,2,279.69,286.39,299.86,280.42333333333335,-0.016089241660409703,5.06,5.06,5.25,5.033333333333333,-0.015810276679841695,1457.14,1577.05,1670.27,1500.3266666666666,0.006622562005023536,9727.5,10280.11,9653.33,10045.949999999999,0.04140221022873303,9.14,9.31,9.39,8.983333333333334,-0.07002188183807445
2000-06-01,2000,Jun,1506.31,285.73,8410.91,5.0,8.23,54.49,2327.098319,441.424277,12994.01486,7.7245,12.714527,6,2,275.19,279.69,286.39,280.2033333333333,0.03830081034921329,4.98,5.06,5.06,5.013333333333333,0.00401606425702794,1466.79,1457.14,1577.05,1476.7466666666667,0.02694318886820879,10130.24,9727.5,10280.11,9422.883333333333,-0.16972253372082002,8.5,9.14,9.31,8.623333333333333,-0.03176470588235292
2000-07-01,2000,Jul,1563.5,281.59,8164.41,4.97,8.1,54.49,2415.45115,435.028391,12613.19701,7.678153,12.51369,7,3,285.73,275.19,279.69,280.83666666666664,-0.01448920309382995,5.0,4.98,5.06,4.983333333333333,-0.006000000000000005,1506.31,1466.79,1457.14,1512.1999999999998,0.03796695235376513,8410.91,10130.24,9727.5,8901.853333333333,-0.02930717365897384,8.23,8.5,9.14,8.276666666666666,-0.015795868772782606
2000-08-01,2000,Aug,1527.63,274.47,8006.71,4.89,7.96,54.49,2360.035587,424.028703,12369.56628,7.554561,12.297404,8,3,281.59,285.73,275.19,280.59666666666664,-0.025284988813523035,4.97,5.0,4.98,4.953333333333333,-0.01609657947686116,1563.5,1506.31,1466.79,1532.4799999999998,-0.02294211704509108,8164.41,8410.91,10130.24,8194.01,-0.019315541478196252,8.1,8.23,8.5,8.096666666666666,-0.01728395061728394
2000-09-01,2000,Sep,1601.21,273.68,8637.98,4.89,7.57,54.49,2473.709329,422.808232,13344.8153,7.554561,11.694893,9,3,274.47,281.59,285.73,276.58,-0.00287827449265865,4.89,4.97,5.0,4.916666666666667,0.0,1527.63,1563.5,1506.31,1564.1133333333335,0.04816611352225331,8006.71,8164.41,8410.91,8269.7,0.07884262075184423,7.96,8.1,8.23,7.876666666666668,-0.048994974874371766
2000-10-01,2000,Oct,1500.24,270.0,7678.07,4.83,7.4,54.49,2317.720776,417.123,11861.85034,7.461867,11.43226,10,4,273.68,274.47,281.59,272.7166666666667,-0.01344636071324179,4.89,4.89,4.97,4.87,-0.012269938650306678,1601.21,1527.63,1563.5,1543.0266666666666,-0.06305856196251591,8637.98,8006.71,8164.41,8107.586666666667,-0.11112667544958421,7.57,7.96,8.1,7.6433333333333335,-0.022457067371202122
2000-11-01,2000,Nov,1473.86,266.01,7339.77,4.68,7.13,54.49,2276.966314,410.958849,11339.21067,7.230132,11.015137,11,4,270.0,273.68,274.47,269.8966666666667,-0.014777777777777779,4.83,4.89,4.89,4.8,-0.03105590062111807,1500.24,1601.21,1527.63,1525.1033333333335,-0.017583853250146664,7678.07,8637.98,8006.71,7885.273333333334,-0.04406055167509537,7.4,7.57,7.96,7.366666666666667,-0.03648648648648656
2000-12-01,2000,Dec,1565.41,271.45,7314.34,4.64,7.14,54.49,2418.401909,419.363105,11299.92387,7.168336,11.030586,12,4,266.01,270.0,273.68,269.15333333333336,0.020450359009059893,4.68,4.83,4.89,4.716666666666666,-0.008547008547008517,1473.86,1500.24,1601.21,1513.17,0.06211580475757539,7339.77,7678.07,8637.98,7444.060000000001,-0.0034646862231377806,7.13,7.4,7.57,7.223333333333333,0.0014025245441795509
2001-01-01,2001,Jan,1615.65,265.49,6994.77,4.66,7.1,50.24,2427.35256,398.872176,10508.94245,7.001184,10.66704,1,1,271.45,266.01,270.0,267.65000000000003,-0.021956161355682347,4.64,4.68,4.83,4.66,0.004310344827586299,1565.41,1473.86,1500.24,1551.64,0.03209382845388742,7314.34,7339.77,7678.07,7216.293333333335,-0.04369088666920051,7.14,7.13,7.4,7.123333333333334,-0.0056022408963585235
2001-02-01,2001,Feb,1604.36,261.87,6524.13,4.56,7.39,50.24,2410.390464,393.433488,9801.852912,6.850944,11.102736,2,1,265.49,271.45,266.01,266.27,-0.01363516516629626,4.66,4.64,4.68,4.62,-0.02145922746781126,1615.65,1565.41,1473.86,1595.14,-0.006987899606969439,6994.77,7314.34,7339.77,6944.413333333335,-0.06728455689036239,7.1,7.14,7.13,7.21,0.04084507042253516
2001-03-01,2001,Mar,1509.17,263.03,6133.52,4.4,7.69,50.24,2267.377008,395.176272,9215.000448,6.61056,11.553456,3,1,261.87,265.49,271.45,263.4633333333333,0.00442967884828338,4.56,4.66,4.64,4.54,-0.0350877192982455,1604.36,1615.65,1565.41,1576.3933333333334,-0.05933207010895303,6524.13,6994.77,7314.34,6550.806666666668,-0.05987158441048834,7.39,7.1,7.14,7.3933333333333335,0.040595399188092074
2001-04-01,2001,Apr,1496.91,260.48,6329.87,4.37,8.23,50.24,2248.957584,391.345152,9509.996688,6.565488,12.364752,4,2,263.03,261.87,265.49,261.7933333333333,-0.009694711629851915,4.4,4.56,4.66,4.443333333333333,-0.006818181818181834,1509.17,1604.36,1615.65,1536.8133333333335,-0.008123670626900892,6133.52,6524.13,6994.77,6329.173333333335,0.032012612659614526,7.69,7.39,7.1,7.7700000000000005,0.07022106631989589
2001-05-01,2001,May,1538.77,272.36,7060.83,4.43,9.0,50.24,2311.848048,409.193664,10608.19099,6.655632,13.5216,5,2,260.48,263.03,261.87,265.29,0.045608108108108114,4.37,4.4,4.56,4.3999999999999995,0.013729977116704761,1496.91,1509.17,1604.36,1514.95,0.02796427306918914,6329.87,6133.52,6524.13,6508.073333333334,0.11547788501185652,8.23,7.69,7.39,8.306666666666667,0.0935601458080193
2001-06-01,2001,Jun,1466.13,270.23,6641.19,4.37,8.78,50.24,2202.713712,405.993552,9977.723856,6.565488,13.191072,6,2,272.36,260.48,263.03,267.69000000000005,-0.007820531649287643,4.43,4.37,4.4,4.390000000000001,-0.013544018058690654,1538.77,1496.91,1509.17,1500.6033333333335,-0.047206535089714396,7060.83,6329.87,6133.52,6677.296666666668,-0.059432106423749076,9.0,8.23,7.69,8.67,-0.02444444444444449
2001-07-01,2001,Jul,1416.39,267.53,5937.05,4.25,8.75,50.24,2127.984336,401.937072,8919.82392,6.3852,13.146,7,3,270.23,272.36,260.48,270.04,-0.009991488731821208,4.37,4.43,4.37,4.3500000000000005,-0.027459954233409634,1466.13,1538.77,1496.91,1473.7633333333333,-0.03392605021382822,6641.19,7060.83,6329.87,6546.3566666666675,-0.10602617904321354,8.78,9.0,8.23,8.843333333333334,-0.003416856492027276
2001-08-01,2001,Aug,1377.08,272.39,5520.8,4.22,8.95,50.24,2068.924992,409.238736,8294.44992,6.340128,13.44648,8,3,267.53,270.23,272.36,270.04999999999995,0.018166186969685638,4.25,4.37,4.43,4.28,-0.007058823529411784,1416.39,1466.13,1538.77,1419.8666666666668,-0.02775365541976449,5937.05,6641.19,7060.83,6033.013333333335,-0.07011057680161026,8.75,8.78,9.0,8.826666666666666,0.022857142857142687
2001-09-01,2001,Sep,1344.56,283.42,5027.0,4.35,9.15,50.24,2020.066944,425.810208,7552.5648,6.53544,13.74696,9,3,272.39,267.53,270.23,274.44666666666666,0.0404934101839276,4.22,4.25,4.37,4.2733333333333325,0.0308056872037914,1377.08,1416.39,1466.13,1379.3433333333332,-0.023615185755366364,5520.8,5937.05,6641.19,5494.950000000002,-0.08944355890450661,8.95,8.75,8.78,8.95,0.022346368715083997
2001-10-01,2001,Oct,1282.5,283.06,4825.33,4.4,9.47,50.24,1926.828,425.269344,7249.575792,6.61056,14.227728,10,4,283.42,272.39,267.53,279.6233333333333,-0.0012701997036200785,4.35,4.22,4.25,4.323333333333333,0.011494252873563315,1344.56,1377.08,1416.39,1334.7133333333331,-0.04615636342000351,5027.0,5520.8,5937.05,5124.376666666668,-0.04011736622239903,9.15,8.95,8.75,9.19,0.0349726775956285
2001-11-01,2001,Nov,1327.46,276.16,5078.41,4.12,9.43,50.24,1994.375904,414.902784,7629.803184,6.189888,14.167632,11,4,283.06,283.42,272.39,280.88000000000005,-0.024376457288207365,4.4,4.35,4.22,4.29,-0.06363636363636371,1282.5,1344.56,1377.08,1318.1733333333332,0.03505653021442501,4825.33,5027.0,5520.8,4976.913333333335,0.052448226338923876,9.47,9.15,8.95,9.35,-0.004223864836325308
2001-12-01,2001,Dec,1344.63,275.85,5263.82,4.37,9.5,50.24,2020.172112,414.43704,7908.363168,6.565488,14.2728,12,4,276.16,283.06,283.42,278.3566666666667,-0.0011225376593279046,4.12,4.4,4.35,4.296666666666667,0.06067961165048552,1327.46,1282.5,1344.56,1318.1966666666667,0.012934476368402947,5078.41,4825.33,5027.0,5055.853333333335,0.03650945866915034,9.43,9.47,9.15,9.466666666666667,0.007423117709437932
2002-01-01,2002,Jan,1368.59,281.51,6043.18,4.51,9.59,47.89,2024.007751,416.325139,8937.258902,6.669839,14.182651,1,1,275.85,276.16,283.06,277.84,0.02051839767989838,4.37,4.12,4.4,4.333333333333333,0.03203661327231111,1344.63,1327.46,1282.5,1346.8933333333334,0.017819028282873184,5263.82,5078.41,4825.33,5461.803333333334,0.14805977408042081,9.5,9.43,9.47,9.506666666666668,0.0094736842105263
2002-02-01,2002,Feb,1369.34,295.5,6029.25,4.42,9.72,47.89,2025.116926,437.01495,8916.657825,6.536738,14.374908,2,1,281.51,275.85,276.16,284.2866666666667,0.049696280771553525,4.51,4.37,4.12,4.433333333333333,-0.019955654101995512,1368.59,1344.63,1327.46,1360.8533333333335,0.0005480092650098634,6043.18,5263.82,5078.41,5778.750000000001,-0.0023050777901700847,9.59,9.5,9.43,9.603333333333333,0.01355578727841511
2002-03-01,2002,Mar,1405.0,294.06,6537.5,4.54,9.95,47.89,2077.8545,434.885334,9668.30875,6.714206,14.715055,3,1,295.5,281.51,275.85,290.3566666666666,-0.004873096446700531,4.42,4.51,4.37,4.489999999999999,0.02714932126696845,1369.34,1368.59,1344.63,1380.9766666666667,0.026041742737377138,6029.25,6043.18,5263.82,6203.310000000001,0.08429738358834027,9.72,9.59,9.5,9.753333333333334,0.023662551440329027
2002-04-01,2002,Apr,1369.99,302.68,6958.21,4.58,9.75,47.89,2026.078211,447.633452,10290.49677,6.773362,14.419275,4,2,294.06,295.5,281.51,297.41333333333336,0.029313745494116805,4.54,4.42,4.51,4.513333333333333,0.008810572687224738,1405.0,1369.34,1368.59,1381.4433333333334,-0.024918149466192197,6537.5,6029.25,6043.18,6508.320000000001,0.06435334608030585,9.95,9.72,9.59,9.806666666666667,-0.02010050251256279
